id,name,year,affected_countries,estimated_population_affected,ideal_plan_text
erin_2025,Hurricane Erin,2025,United States,1800000,"Ideal Response Plan for Hurricane Erin (2025)

Affected countries/territories: United States
Estimated population affected: 1,800,000

Key priorities:
- Shelter: Support 500,000 people with a budget of $3,500,000.
- Protection: Support 400,000 people with a budget of $2,200,000.
- WASH: Support 300,000 people with a budget of $1,800,000.
- Health: Support 350,000 people with a budget of $1,500,000.
- Food Security: Support 250,000 people with a budget of $1,200,000.

Sector-specific actions:
- Deploy coastal evacuation shelters along U.S. East Coast.
- Safeguard vulnerable coastal communities from dangerous surf and storm surge.
- Ensure access to clean water in areas affected by coastal flooding.
- Provide health services for rip current and storm surge injuries.
- Distribute emergency food supplies to affected coastal communities.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
humberto_2025,Hurricane Humberto,2025,Bermuda,65000,"Ideal Response Plan for Hurricane Humberto (2025)

Affected countries/territories: Bermuda
Estimated population affected: 65,000

Key priorities:
- Shelter: Support 35,000 people with a budget of $1,200,000.
- WASH: Support 20,000 people with a budget of $800,000.
- Health: Support 15,000 people with a budget of $600,000.
- Food Security: Support 10,000 people with a budget of $500,000.
- Protection: Support 8,000 people with a budget of $400,000.

Sector-specific actions:
- Deploy emergency shelters and support home repairs in Bermuda.
- Ensure access to clean water following storm surge damage.
- Provide health services for storm-related injuries.
- Distribute emergency food supplies during power outages.
- Safeguard vulnerable populations during tropical storm conditions.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
gabrielle_2025,Hurricane Gabrielle,2025,"Azores, Spain, Portugal",850000,"Ideal Response Plan for Hurricane Gabrielle (2025)

Affected countries/territories: Azores, Spain, Portugal
Estimated population affected: 850,000

Key priorities:
- Shelter: Support 245,000 people with a budget of $3,500,000.
- WASH: Support 200,000 people with a budget of $2,200,000.
- Health: Support 180,000 people with a budget of $1,800,000.
- Protection: Support 150,000 people with a budget of $1,500,000.
- Food Security: Support 120,000 people with a budget of $1,200,000.

Sector-specific actions:
- Deploy emergency shelters in Azores where hurricane-force gusts reached 115 mph.
- Ensure access to clean water in flood-affected areas of Portugal.
- Provide health services across Terceira Island and mainland Portugal.
- Safeguard vulnerable populations in areas with collapsed infrastructure.
- Distribute emergency food supplies during prolonged power outages.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
hanna_2020,Hurricane Hanna,2020,"Mexico, United States",329388,"Ideal Response Plan for Hurricane Hanna (2020)

Affected countries/territories: Mexico, United States
Estimated population affected: 329,388

Key priorities:
- Health: Support 32,939 people with a budget of $16,469,330.
- Food Security: Support 32,939 people with a budget of $16,469,330.
- Shelter: Support 29,645 people with a budget of $14,822,397.
- WASH: Support 24,704 people with a budget of $12,351,998.
- Protection: Support 16,470 people with a budget of $8,234,665.
- Education: Support 13,175 people with a budget of $6,587,732.
- Livelihoods: Support 11,528 people with a budget of $5,764,266.
- Energy: Support 3,294 people with a budget of $1,646,933.

Sector-specific actions:
- Provide immediate health services, including mobile clinics and medical supplies.
- Distribute emergency food rations and restore food supply chains.
- Deploy emergency shelters and repair homes for displaced families.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
isaias_2020,Hurricane Isaias,2020,"Bahamas, Dominican Republic, United States",169084,"Ideal Response Plan for Hurricane Isaias (2020)

Affected countries/territories: Bahamas, Dominican Republic, United States
Estimated population affected: 169,084

Key priorities:
- Protection: Support 29,158 people with a budget of $14,578,934.
- Livelihoods: Support 20,411 people with a budget of $10,205,254.
- Health: Support 10,744 people with a budget of $5,371,645.
- Food Security: Support 8,036 people with a budget of $4,017,828.
- Energy: Support 5,832 people with a budget of $2,915,787.
- Shelter: Support 4,390 people with a budget of $2,194,960.
- WASH: Support 3,911 people with a budget of $1,955,699.
- Education: Support 2,060 people with a budget of $1,030,176.

Sector-specific actions:
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Support recovery of jobs and income-generating activities.
- Provide immediate health services, including mobile clinics and medical supplies.
- Distribute emergency food rations and restore food supply chains.
- Restore power and critical infrastructure for relief operations.
- Deploy emergency shelters and repair homes for displaced families.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Reopen schools and provide learning materials for children.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
laura_2020,Hurricane Laura,2020,"Bahamas, Cuba, Dominican Republic, Mexico, United States",533424,"Ideal Response Plan for Hurricane Laura (2020)

Affected countries/territories: Bahamas, Cuba, Dominican Republic, Mexico, United States
Estimated population affected: 533,424

Key priorities:
- Protection: Support 47,375 people with a budget of $23,687,456.
- Health: Support 47,178 people with a budget of $23,588,689.
- Food Security: Support 44,470 people with a budget of $22,234,872.
- Shelter: Support 37,181 people with a budget of $18,590,299.
- Livelihoods: Support 33,163 people with a budget of $16,581,219.
- WASH: Support 31,237 people with a budget of $15,618,482.
- Education: Support 16,633 people with a budget of $8,316,994.
- Energy: Support 9,475 people with a budget of $4,737,491.

Sector-specific actions:
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Provide immediate health services, including mobile clinics and medical supplies.
- Distribute emergency food rations and restore food supply chains.
- Deploy emergency shelters and repair homes for displaced families.
- Support recovery of jobs and income-generating activities.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Reopen schools and provide learning materials for children.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
marco_2020,Hurricane Marco,2020,"Honduras, Mexico, United States",512524,"Ideal Response Plan for Hurricane Marco (2020)

Affected countries/territories: Honduras, Mexico, United States
Estimated population affected: 512,524

Key priorities:
- Health: Support 52,268 people with a budget of $26,133,825.
- Food Security: Support 47,191 people with a budget of $23,595,221.
- Shelter: Support 47,041 people with a budget of $23,520,442.
- WASH: Support 39,201 people with a budget of $19,600,369.
- Protection: Support 26,134 people with a budget of $13,066,912.
- Education: Support 20,907 people with a budget of $10,453,530.
- Livelihoods: Support 18,293 people with a budget of $9,146,839.
- Energy: Support 5,227 people with a budget of $2,613,382.

Sector-specific actions:
- Provide immediate health services, including mobile clinics and medical supplies.
- Distribute emergency food rations and restore food supply chains.
- Deploy emergency shelters and repair homes for displaced families.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
nana_2020,Hurricane Nana,2020,"Belize, Guatemala, Mexico",535142,"Ideal Response Plan for Hurricane Nana (2020)

Affected countries/territories: Belize, Guatemala, Mexico
Estimated population affected: 535,142

Key priorities:
- Health: Support 53,514 people with a budget of $26,757,104.
- Food Security: Support 53,514 people with a budget of $26,757,104.
- Shelter: Support 48,163 people with a budget of $24,081,394.
- WASH: Support 40,136 people with a budget of $20,067,828.
- Protection: Support 26,758 people with a budget of $13,378,552.
- Education: Support 21,405 people with a budget of $10,702,842.
- Livelihoods: Support 18,730 people with a budget of $9,364,986.
- Energy: Support 5,351 people with a budget of $2,675,710.

Sector-specific actions:
- Provide immediate health services, including mobile clinics and medical supplies.
- Distribute emergency food rations and restore food supply chains.
- Deploy emergency shelters and repair homes for displaced families.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
paulette_2020,Hurricane Paulette,2020,Bermuda,6422,"Ideal Response Plan for Hurricane Paulette (2020)

Affected countries/territories: Bermuda
Estimated population affected: 6,422

Key priorities:
- Health: Support 642 people with a budget of $321,244.
- Food Security: Support 642 people with a budget of $321,244.
- Shelter: Support 578 people with a budget of $289,120.
- WASH: Support 482 people with a budget of $240,933.
- Protection: Support 321 people with a budget of $160,622.
- Education: Support 257 people with a budget of $128,498.
- Livelihoods: Support 225 people with a budget of $112,435.
- Energy: Support 64 people with a budget of $32,124.

Sector-specific actions:
- Provide immediate health services, including mobile clinics and medical supplies.
- Distribute emergency food rations and restore food supply chains.
- Deploy emergency shelters and repair homes for displaced families.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
sally_2020,Hurricane Sally,2020,"Mexico, United States",329388,"Ideal Response Plan for Hurricane Sally (2020)

Affected countries/territories: Mexico, United States
Estimated population affected: 329,388

Key priorities:
- Health: Support 32,939 people with a budget of $16,469,330.
- Food Security: Support 32,939 people with a budget of $16,469,330.
- Shelter: Support 29,645 people with a budget of $14,822,397.
- WASH: Support 24,704 people with a budget of $12,351,998.
- Protection: Support 16,470 people with a budget of $8,234,665.
- Education: Support 13,175 people with a budget of $6,587,732.
- Livelihoods: Support 11,528 people with a budget of $5,764,266.
- Energy: Support 3,294 people with a budget of $1,646,933.

Sector-specific actions:
- Provide immediate health services, including mobile clinics and medical supplies.
- Distribute emergency food rations and restore food supply chains.
- Deploy emergency shelters and repair homes for displaced families.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
teddy_2020,Hurricane Teddy,2020,Canada,734948,"Ideal Response Plan for Hurricane Teddy (2020)

Affected countries/territories: Canada
Estimated population affected: 734,948

Key priorities:
- Energy: Support 160,699 people with a budget of $80,349,513.
- Food Security: Support 103,676 people with a budget of $51,838,074.
- Health: Support 39,291 people with a budget of $19,645,992.
- Shelter: Support 20,896 people with a budget of $10,448,038.
- Protection: Support 17,627 people with a budget of $8,813,503.
- WASH: Support 9,899 people with a budget of $4,949,563.
- Education: Support 7,911 people with a budget of $3,955,476.
- Livelihoods: Support 7,475 people with a budget of $3,737,528.

Sector-specific actions:
- Restore power and critical infrastructure for relief operations.
- Distribute emergency food rations and restore food supply chains.
- Provide immediate health services, including mobile clinics and medical supplies.
- Deploy emergency shelters and repair homes for displaced families.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
gamma_2020,Hurricane Gamma,2020,Mexico,315810,"Ideal Response Plan for Hurricane Gamma (2020)

Affected countries/territories: Mexico
Estimated population affected: 315,810

Key priorities:
- Health: Support 31,581 people with a budget of $15,790,556.
- Food Security: Support 31,581 people with a budget of $15,790,556.
- Shelter: Support 28,423 people with a budget of $14,211,500.
- WASH: Support 23,686 people with a budget of $11,842,917.
- Protection: Support 15,791 people with a budget of $7,895,278.
- Education: Support 12,632 people with a budget of $6,316,222.
- Livelihoods: Support 11,053 people with a budget of $5,526,695.
- Energy: Support 3,158 people with a budget of $1,579,056.

Sector-specific actions:
- Provide immediate health services, including mobile clinics and medical supplies.
- Distribute emergency food rations and restore food supply chains.
- Deploy emergency shelters and repair homes for displaced families.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
delta_2020,Hurricane Delta,2020,"Mexico, United States",329388,"Ideal Response Plan for Hurricane Delta (2020)

Affected countries/territories: Mexico, United States
Estimated population affected: 329,388

Key priorities:
- Health: Support 32,939 people with a budget of $16,469,330.
- Food Security: Support 32,939 people with a budget of $16,469,330.
- Shelter: Support 29,645 people with a budget of $14,822,397.
- WASH: Support 24,704 people with a budget of $12,351,998.
- Protection: Support 16,470 people with a budget of $8,234,665.
- Education: Support 13,175 people with a budget of $6,587,732.
- Livelihoods: Support 11,528 people with a budget of $5,764,266.
- Energy: Support 3,294 people with a budget of $1,646,933.

Sector-specific actions:
- Provide immediate health services, including mobile clinics and medical supplies.
- Distribute emergency food rations and restore food supply chains.
- Deploy emergency shelters and repair homes for displaced families.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
epsilon_2020,Hurricane Epsilon,2020,Canada,734948,"Ideal Response Plan for Hurricane Epsilon (2020)

Affected countries/territories: Canada
Estimated population affected: 734,948

Key priorities:
- Energy: Support 160,699 people with a budget of $80,349,513.
- Food Security: Support 103,676 people with a budget of $51,838,074.
- Health: Support 39,291 people with a budget of $19,645,992.
- Shelter: Support 20,896 people with a budget of $10,448,038.
- Protection: Support 17,627 people with a budget of $8,813,503.
- WASH: Support 9,899 people with a budget of $4,949,563.
- Education: Support 7,911 people with a budget of $3,955,476.
- Livelihoods: Support 7,475 people with a budget of $3,737,528.

Sector-specific actions:
- Restore power and critical infrastructure for relief operations.
- Distribute emergency food rations and restore food supply chains.
- Provide immediate health services, including mobile clinics and medical supplies.
- Deploy emergency shelters and repair homes for displaced families.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
zeta_2020,Hurricane Zeta,2020,"Mexico, United States",329388,"Ideal Response Plan for Hurricane Zeta (2020)

Affected countries/territories: Mexico, United States
Estimated population affected: 329,388

Key priorities:
- Health: Support 32,939 people with a budget of $16,469,330.
- Food Security: Support 32,939 people with a budget of $16,469,330.
- Shelter: Support 29,645 people with a budget of $14,822,397.
- WASH: Support 24,704 people with a budget of $12,351,998.
- Protection: Support 16,470 people with a budget of $8,234,665.
- Education: Support 13,175 people with a budget of $6,587,732.
- Livelihoods: Support 11,528 people with a budget of $5,764,266.
- Energy: Support 3,294 people with a budget of $1,646,933.

Sector-specific actions:
- Provide immediate health services, including mobile clinics and medical supplies.
- Distribute emergency food rations and restore food supply chains.
- Deploy emergency shelters and repair homes for displaced families.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
eta_2020,Hurricane Eta,2020,"Bahamas, Cuba, Honduras, Nicaragua, United States",282792,"Ideal Response Plan for Hurricane Eta (2020)

Affected countries/territories: Bahamas, Cuba, Honduras, Nicaragua, United States
Estimated population affected: 282,792

Key priorities:
- Health: Support 29,294 people with a budget of $14,647,103.
- Shelter: Support 26,365 people with a budget of $13,182,393.
- Food Security: Support 24,217 people with a budget of $12,108,499.
- WASH: Support 21,971 people with a budget of $10,985,327.
- Protection: Support 14,647 people with a budget of $7,323,551.
- Education: Support 11,718 people with a budget of $5,858,841.
- Livelihoods: Support 10,254 people with a budget of $5,126,486.
- Energy: Support 2,930 people with a budget of $1,464,710.

Sector-specific actions:
- Provide immediate health services, including mobile clinics and medical supplies.
- Deploy emergency shelters and repair homes for displaced families.
- Distribute emergency food rations and restore food supply chains.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
iota_2020,Hurricane Iota,2020,"Honduras, Nicaragua",193012,"Ideal Response Plan for Hurricane Iota (2020)

Affected countries/territories: Honduras, Nicaragua
Estimated population affected: 193,012

Key priorities:
- Health: Support 20,316 people with a budget of $10,158,239.
- Shelter: Support 18,285 people with a budget of $9,142,415.
- Food Security: Support 15,239 people with a budget of $7,619,635.
- WASH: Support 15,238 people with a budget of $7,618,679.
- Protection: Support 10,158 people with a budget of $5,079,119.
- Education: Support 8,127 people with a budget of $4,063,296.
- Livelihoods: Support 7,111 people with a budget of $3,555,384.
- Energy: Support 2,032 people with a budget of $1,015,824.

Sector-specific actions:
- Provide immediate health services, including mobile clinics and medical supplies.
- Deploy emergency shelters and repair homes for displaced families.
- Distribute emergency food rations and restore food supply chains.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
elsa_2021,Hurricane Elsa,2021,"Cuba, United States",12328,"Ideal Response Plan for Hurricane Elsa (2021)

Affected countries/territories: Cuba, United States
Estimated population affected: 12,328

Key priorities:
- Health: Support 1,233 people with a budget of $616,572.
- Food Security: Support 1,233 people with a budget of $616,572.
- Shelter: Support 1,109 people with a budget of $554,915.
- WASH: Support 925 people with a budget of $462,429.
- Protection: Support 616 people with a budget of $308,286.
- Education: Support 493 people with a budget of $246,629.
- Livelihoods: Support 432 people with a budget of $215,800.
- Energy: Support 123 people with a budget of $61,657.

Sector-specific actions:
- Provide immediate health services, including mobile clinics and medical supplies.
- Distribute emergency food rations and restore food supply chains.
- Deploy emergency shelters and repair homes for displaced families.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
grace_2021,Hurricane Grace,2021,"Dominican Republic, Jamaica, Mexico",581256,"Ideal Response Plan for Hurricane Grace (2021)

Affected countries/territories: Dominican Republic, Jamaica, Mexico
Estimated population affected: 581,256

Key priorities:
- Health: Support 58,125 people with a budget of $29,062,887.
- Food Security: Support 58,125 people with a budget of $29,062,887.
- Shelter: Support 52,313 people with a budget of $26,156,598.
- WASH: Support 43,595 people with a budget of $21,797,165.
- Protection: Support 29,063 people with a budget of $14,531,443.
- Education: Support 23,251 people with a budget of $11,625,155.
- Livelihoods: Support 20,344 people with a budget of $10,172,010.
- Energy: Support 5,812 people with a budget of $2,906,289.

Sector-specific actions:
- Provide immediate health services, including mobile clinics and medical supplies.
- Distribute emergency food rations and restore food supply chains.
- Deploy emergency shelters and repair homes for displaced families.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
henri_2021,Hurricane Henri,2021,United States,1702,"Ideal Response Plan for Hurricane Henri (2021)

Affected countries/territories: United States
Estimated population affected: 1,702

Key priorities:
- Health: Support 170 people with a budget of $85,200.
- Food Security: Support 170 people with a budget of $85,200.
- Shelter: Support 153 people with a budget of $76,680.
- WASH: Support 128 people with a budget of $63,900.
- Protection: Support 85 people with a budget of $42,600.
- Education: Support 68 people with a budget of $34,080.
- Livelihoods: Support 60 people with a budget of $29,820.
- Energy: Support 17 people with a budget of $8,520.

Sector-specific actions:
- Provide immediate health services, including mobile clinics and medical supplies.
- Distribute emergency food rations and restore food supply chains.
- Deploy emergency shelters and repair homes for displaced families.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
larry_2021,Hurricane Larry,2021,Canada,825380,"Ideal Response Plan for Hurricane Larry (2021)

Affected countries/territories: Canada
Estimated population affected: 825,380

Key priorities:
- Energy: Support 211,976 people with a budget of $105,988,239.
- Food Security: Support 73,513 people with a budget of $36,756,331.
- Health: Support 54,082 people with a budget of $27,040,915.
- Protection: Support 37,299 people with a budget of $18,649,743.
- WASH: Support 13,462 people with a budget of $6,730,859.
- Education: Support 12,013 people with a budget of $6,006,732.
- Shelter: Support 7,151 people with a budget of $3,575,513.
- Livelihoods: Support 3,194 people with a budget of $1,596,773.

Sector-specific actions:
- Restore power and critical infrastructure for relief operations.
- Distribute emergency food rations and restore food supply chains.
- Provide immediate health services, including mobile clinics and medical supplies.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Reopen schools and provide learning materials for children.
- Deploy emergency shelters and repair homes for displaced families.
- Support recovery of jobs and income-generating activities.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
nicholas_2021,Hurricane Nicholas,2021,"Mexico, United States",497844,"Ideal Response Plan for Hurricane Nicholas (2021)

Affected countries/territories: Mexico, United States
Estimated population affected: 497,844

Key priorities:
- Health: Support 49,784 people with a budget of $24,892,358.
- Food Security: Support 49,784 people with a budget of $24,892,358.
- Shelter: Support 44,806 people with a budget of $22,403,122.
- WASH: Support 37,339 people with a budget of $18,669,268.
- Protection: Support 24,892 people with a budget of $12,446,179.
- Education: Support 19,914 people with a budget of $9,956,943.
- Livelihoods: Support 17,425 people with a budget of $8,712,325.
- Energy: Support 4,978 people with a budget of $2,489,236.

Sector-specific actions:
- Provide immediate health services, including mobile clinics and medical supplies.
- Distribute emergency food rations and restore food supply chains.
- Deploy emergency shelters and repair homes for displaced families.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
bonnie_2022,Hurricane Bonnie,2022,Nicaragua,20112,"Ideal Response Plan for Hurricane Bonnie (2022)

Affected countries/territories: Nicaragua
Estimated population affected: 20,112

Key priorities:
- Health: Support 2,011 people with a budget of $1,005,653.
- Food Security: Support 2,011 people with a budget of $1,005,653.
- Shelter: Support 1,810 people with a budget of $905,088.
- WASH: Support 1,508 people with a budget of $754,240.
- Protection: Support 1,006 people with a budget of $502,826.
- Education: Support 805 people with a budget of $402,261.
- Livelihoods: Support 704 people with a budget of $351,978.
- Energy: Support 201 people with a budget of $100,565.

Sector-specific actions:
- Provide immediate health services, including mobile clinics and medical supplies.
- Distribute emergency food rations and restore food supply chains.
- Deploy emergency shelters and repair homes for displaced families.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
earl_2022,Hurricane Earl,2022,Canada,807244,"Ideal Response Plan for Hurricane Earl (2022)

Affected countries/territories: Canada
Estimated population affected: 807,244

Key priorities:
- Energy: Support 146,830 people with a budget of $73,415,202.
- Food Security: Support 127,543 people with a budget of $63,771,266.
- Health: Support 49,279 people with a budget of $24,639,390.
- Education: Support 30,023 people with a budget of $15,011,476.
- Protection: Support 26,683 people with a budget of $13,341,654.
- Shelter: Support 15,169 people with a budget of $7,584,646.
- WASH: Support 4,355 people with a budget of $2,177,346.
- Livelihoods: Support 3,740 people with a budget of $1,869,912.

Sector-specific actions:
- Restore power and critical infrastructure for relief operations.
- Distribute emergency food rations and restore food supply chains.
- Provide immediate health services, including mobile clinics and medical supplies.
- Reopen schools and provide learning materials for children.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Deploy emergency shelters and repair homes for displaced families.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Support recovery of jobs and income-generating activities.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
julia_2022,Hurricane Julia,2022,"Guatemala, Nicaragua",173220,"Ideal Response Plan for Hurricane Julia (2022)

Affected countries/territories: Guatemala, Nicaragua
Estimated population affected: 173,220

Key priorities:
- Health: Support 17,028 people with a budget of $8,514,030.
- Food Security: Support 17,028 people with a budget of $8,514,030.
- Shelter: Support 15,325 people with a budget of $7,662,627.
- WASH: Support 14,240 people with a budget of $7,120,156.
- Protection: Support 8,514 people with a budget of $4,257,015.
- Education: Support 6,812 people with a budget of $3,405,612.
- Livelihoods: Support 5,960 people with a budget of $2,979,910.
- Energy: Support 1,703 people with a budget of $851,403.

Sector-specific actions:
- Provide immediate health services, including mobile clinics and medical supplies.
- Distribute emergency food rations and restore food supply chains.
- Deploy emergency shelters and repair homes for displaced families.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
lisa_2022,Hurricane Lisa,2022,"Belize, Guatemala, Mexico",440410,"Ideal Response Plan for Hurricane Lisa (2022)

Affected countries/territories: Belize, Guatemala, Mexico
Estimated population affected: 440,410

Key priorities:
- Health: Support 43,747 people with a budget of $21,873,599.
- Food Security: Support 43,747 people with a budget of $21,873,599.
- Shelter: Support 39,372 people with a budget of $19,686,239.
- WASH: Support 34,280 people with a budget of $17,139,832.
- Protection: Support 21,873 people with a budget of $10,936,799.
- Education: Support 17,499 people with a budget of $8,749,439.
- Livelihoods: Support 15,312 people with a budget of $7,655,760.
- Energy: Support 4,375 people with a budget of $2,187,360.

Sector-specific actions:
- Provide immediate health services, including mobile clinics and medical supplies.
- Distribute emergency food rations and restore food supply chains.
- Deploy emergency shelters and repair homes for displaced families.
- Ensure access to clean water and sanitation to prevent disease outbreaks.
- Safeguard vulnerable groups and prevent exploitation and abuse.
- Reopen schools and provide learning materials for children.
- Support recovery of jobs and income-generating activities.
- Restore power and critical infrastructure for relief operations.

All actions follow UN best-practice humanitarian response standards, prioritizing life-saving interventions, disease prevention, and rapid recovery."
